BR10Y: -0.93%--
TUR: 0.97%
UCO: -2.49%
UDN: -0.17%-
UFOX: 3.16%
UNG: -1.44%*
URA: 3.19%
URTH: 1.42%
USHY: 0.17%*
USO: -3.68%*--
UUP: 0.32%+
UVXY: -0.86%*
VCIT: 0.29%*
VCLT: 0.62%
VEA: 1.29%*
VEU: 1.47%
VFMF: -0.07%-
VGIT: 0.23%*
VGLT: 0.67%
VGT: 2.66%++
VIXY: -0.88%
VLUE: 1.05%
VNM: -1.25%
VNQ: 0.97%
VONG: 2.43%++
VPL: 1.80%
VRP: -0.29%-
VT: 1.48%
VTI: 1.51%++
VTIP: 0.08%
VTV: 0.31%
VXUS: 1.48%*
VXX: -0.39%*
VYMI: 0.85%
WEAT: 1.74%
WGMI: 2.91%++
WLDR: 0.56%
WTV: 0.37%
XAR: 1.54%
XBI: 0.96%*
XHB: 0.59%
XLB: -0.56%*-
XLC: 3.56%*
XLE: -2.88%*-
XLF: 0.07%*
XLG: 1.93%++
XLI: 0.14%*++
XLK: 2.77%*++
XLP: -1.06%*-
XLRE: 0.14%*
XLU: -1.07%*-
XLV: 0.37%*
XLY: 1.08%
XME: 0.29%
YCS: 0.94%+
YINN: 5.02%++
ZSL: 0.87%
AA: 1015后0.47%
AEM: -1.01%-
AG: -2.67%*
AGI: -1.43%-
ALB: 1.81%
AMRZ: 2.80%
APD: -1.66%--
ASH: 0.00%
AU: -1.32%
AUGO: 1.02%
AXTA: -1.06%--
B: -1.48%*-
BCC: -0.04%
BCPC: 1020前0.17%+
BHP: -0.21%-
BVN: -2.16%-
CBT: -1.10%--
CDE: -1.21%*-
CE: -2.27%--
CENX: 0.23%
CF: -3.47%-
CLF: 1019前-3.44%*-
CLMT: -1.49%-
CRH: 1.15%
CTVA: -1.76%-
CX: -0.40%*-
DD: 0.60%++
DOW: 1022前-1.60%*--
ECL: 0.19%
EGO: -1.97%
EMAT: -14.68%
EMN: -0.91%-
ESI: 2.11%
EXP: 1.31%
FCX: 1022前0.87%*++
FMC: 1.88%
FNV: -1.60%-
GFI: -1.22%-
GGB: 1.21%*
HBM: -0.93%*
HCC: 0.61%
HL: -3.01%*-
HMY: -4.62%*-
IAG: -1.08%*
ICL: -0.37%-
IFF: 0.77%
JHX: 3.21%*
KGC: -1.03%*-
KNF: 1.78%
LIN: -0.63%
LYB: -2.73%--
MEOH: -3.72%--
MLM: 1.84%
MOS: -1.67%*-
MP: 5.80%*
MT: 0.01%
MTRN: 1.23%++
NEM: 1022后-0.29%*-
NEU: -0.77%
NTR: -3.31%*-
NUE: -2.41%-
OGC: -1.72%-
OLN: -1.78%--
OR: -1.71%-
PAAS: -2.48%
PKX: -0.24%-
PPG: 0.39%
PRM: -1.71%
RGLD: 0.18%
RIO: -0.34%-
RML: -1.90%
RPM: 1006前0.65%
RS: 1021后-1.41%-
SBSW: -4.55%-
SCCO: 1.21%
SHW: 0.18%
SMG: -1.80%--
SOLS: 0.66%
SQM: 2.67%
SSD: 1.50%
SSL: -1.17%--
SSRM: 0.77%++
STLD: 1019后-2.24%-
SUZ: -0.43%
SXT: 0.04%++
TECK: 1022前1.89%++
TFPM: -1.15%
TMC: 9.52%*++
TX: -0.68%-
UFPI: 1.35%
USAR: 9.17%*
VALE: -0.42%*-
VMC: 2.23%
WFG: 0.88%
WLK: -1.88%--
WPM: -2.22%-
APP: 7.18%*
BIDU: 2.54%
BILI: 1.88%+
CHTR: -3.76%--
CMCSA: 1022前0.84%*
DIS: 1.52%*
DJT: 3.05%++
ECHO: 2.03%
FOX: 0.28%
FWONA: 2.81%
GOOGL: 1.55%*++
IRDM: 1022前3.08%
LUMN: 0.94%*
LYV: 1.23%
META: 11.34%*
MSGS: 0.34%++
MTCH: -0.09%-
NBIS: 4.14%*++
NFLX: 1020后2.19%*
NTES: 1.10%
NWS: 0.55%
NXST: 6.15%
NYT: 0.46%+
OMC: 1020后-1.28%--
PINS: 4.09%*+
PSKY: -2.94%*--
PSO: 1.21%
RBLX: 7.17%*++
RDDT: 5.22%*
ROKU: 0.45%
RUM: 0.88%*++
SIRI: 0.48%
SNAP: 3.07%*
SPHR: -0.03%
SPOT: 1.44%
T: 1021前0.20%*+
TIGO: 0.90%
TKO: 0.98%
TLK: -2.12%--
TME: 5.28%*
TMUS: -1.73%*
TTD: -0.29%*--
TTWO: 2.18%
TU: -0.80%*-
VOD: 0.41%
VSNT: -1.36%--
VZ: 1020前-0.85%*--
WBD: 10.79%*
WMG: -1.18%
WPP: 0.90%
Z: 2.82%
ABG: 0.81%
ABNB: 0.37%+
ALSN: 1.50%
ALV: 1023前0.66%
AMCR: 0.60%
AMZN: 1.87%*++
AN: 0.28%
ANDG: -0.62%
ANF: 0.74%
APTV: -0.05%-
AS: 2.69%*+
ASO: 0.41%
ATAT: 2.86%+
ATMU: 1.59%
AUR: 3.17%*
AVY: 1021前0.97%
AZO: 0922前-1.82%
BABA: 2.22%*++
BALL: -0.73%--
BBWI: -2.82%*
BBY: 0.40%
BC: 1022前-2.29%-
BFAM: -3.64%--
BIRK: 2.55%
BKNG: 0.37%*
BOOT: 1.15%++
BROS: -2.20%*--
BURL: 6.19%
BWA: 0.00%
BYD: 1022后-0.53%--
CAKE: 3.07%+
CART: 0.42%
CASY: -2.03%-
CAVA: 0.70%++
CCK: 1019后-0.43%--
CCL: 0929前2.15%*
CHDN: 0.01%
CHH: 2.27%
CHWY: -0.53%*--
CMG: -0.87%*--
COLM: -0.19%--
CPNG: 2.31%*
CPRI: -2.98%*-
CROX: 1.19%
CVCO: 2.33%
CVNA: 3.18%*
CZR: 0.03%
DASH: 0.46%*
DDS: 0.45%+
DECK: 1022后2.30%
DHI: 0.89%
DKNG: 1.01%*
DKS: 2.05%
DORM: -1.65%--
DPZ: 1013前0.59%
DRI: 0924前0.97%+
EAT: 1.83%
EBAY: -3.17%*-
ETSY: 1.21%+
EXPE: 0.60%
F: 1022后-0.30%*-
FIVE: 0.85%
FND: -0.06%-
FTDR: 1.84%
GAP: 3.46%
GEF: 0.74%
GIL: -1.51%
GLBE: 4.34%
GM: 1020前2.13%*
GME: 0.53%*
GNTX: 1023前-0.49%-
GOLF: 1.70%
GPC: 1020前-1.27%-
GPI: 1.81%
GPK: -0.64%*-
GTX: 1022前0.49%++
H: 1.23%+
HAS: 1022前0.17%
HD: -0.93%*-
HLT: 0.44%+
HMC: 1.02%
HOG: 1.08%
HRB: 0.56%
HSAI: 5.15%
HTHT: 0.48%++
IBP: 2.45%
IHG: 0.99%
IP: 2.32%
JD: 1.34%*+
JMKE: -2.04%-
KBH: 0922后1.57%
KMX: 0929前1.14%
KTB: 0.08%+
LAD: 1021前-0.04%--
LCID: 5.13%*
LEA: 1022前-0.35%--
LEN: 2.16%
LEVI: 0930后0.00%
LI: -5.11%
LKQ: -0.43%-
LOW: -0.78%-
LTH: -2.06%-
LULU: 3.30%*
LVS: 1021后0.70%
M: 1.14%*+
MAR: 1.10%+
MAT: -1.36%-
MBLY: -0.37%-
MCD: -0.15%*--
MELI: 1.85%
MGA: -0.22%-
MGM: 2.43%
MHK: -7.00%-
MMYT: 0.10%++
MNSO: 4.53%
MOD: 4.72%++
MTH: 1.74%
MTN: 0928后0.45%+
MUSA: -3.25%
NCLH: 0.85%*
NIO: 0.27%*++
NKE: 1001后1.66%*
NVR: 1021前0.63%
ONON: 0.22%*
ORLY: -2.16%*-
PAG: -0.21%-
PDD: 0.51%*+
PHM: 1022前1.46%
PKG: 1021后2.38%
PLNT: -4.93%--
PVH: 0.07%
QS: 1021后1.39%*
QSR: -0.44%--
RACE: 2.32%
RCL: 1.81%
RH: 0.52%
RIVN: 2.47%*
RL: 1.41%+
ROL: -0.25%*--
ROST: 2.05%
RRR: -1.20%--
SBUX: -0.97%*--
SCI: -0.26%--
SE: 0.84%+
SGHC: -1.26%--
SGI: 0.00%
SHAK: 3.79%
SIG: -1.74%--
SKY: 2.25%
SLGN: -0.27%--
SN: 1.06%
SON: 0.84%++
STLA: -0.21%*-
SW: 2.44%
TCOM: -0.07%
THO: 0922前3.20%
TJX: 2.92%*++
TM: 0.51%
TNL: 1021前-0.17%--
TOL: 1.83%
TPR: -1.68%--
TSCO: 1022前0.37%*
TSLA: 1021后3.03%*
TXRH: -1.21%
ULTA: 3.12%
URBN: -1.07%--
VFC: 2.03%*
VFS: 0921前4.64%
VIK: 2.26%
VSXY: 4.75%++
VVV: -0.52%--
W: 2.43%
WH: 1021后-1.34%-
WHR: 2.10%
WING: 3.12%++
WSM: 1.32%++
WYNN: 2.01%
XPEV: -1.41%*
YUM: 0.97%+
YUMC: 0.85%
ZGN: 1.06%
ABEV: 1.36%*
ACI: 1013前-1.86%*-
ADM: -2.11%-
BF-B: 0.81%
BG: -2.57%-
BJ: 0.30%
BRBR: -0.33%-
BTI: -0.14%--
BUD: 0.28%
CAG: 0930前-1.78%*-
CALM: 0930前-0.49%--
CCEP: 0.76%
CHD: 0.78%
CL: -1.38%*-
CLX: 2.14%
COKE: -1.13%-
COST: 0924后0.35%++
CPB: -3.67%*--
DAR: -3.21%-
DEO: 1.44%
DG: -0.41%-
DLTR: 0.33%
EDU: -0.90%
EL: 3.11%
ELF: 1.40%+
FLO: 0.34%*
FMX: 0.96%
FRPT: -0.11%--
GIS: 0923前-2.51%*--
HRL: -1.78%*
HSY: -1.11%
INGR: -0.31%-
JBS: 0.59%
KDP: -1.10%*--
KHC: -0.25%*-
KMB: -0.12%-
KO: 1020前-1.28%*
KOF: 1023前0.94%
KR: -0.52%*--
KVUE: -0.79%*-
LAUR: 0.42%+
LOPE: -0.48%--
LRN: 0.76%
LW: 1006前1.33%+
MDLZ: -1.12%*--
MICC: 1.42%++
MKC: 1001前0.35%
MNST: -1.59%*
MO: -1.42%*--
MZTI: 2.58%
OLLI: 5.10%
PEP: 1008前-0.12%*--
PFGC: 0.52%+
PG: 1022前-0.21%*-
PM: 1021前-0.60%*--
POST: -1.71%--
PPC: -1.24%
PRMB: -0.19%--
PSMT: 1.16%++
SFD: 0.20%+
SFM: -3.01%
SJM: -2.50%-
STZ: 1006后-0.49%--
SYY: -0.78%-
TAL: 0.08%+
TAP: 0.08%
TBBB: 2.18%++
TGT: -0.30%-
TSN: -1.42%*
UL: 0.57%
USFD: 0.86%+
WMT: 0.67%*
APA: -2.36%*-
AR: -2.58%--
BKR: 1022后1.01%*++
BP: -3.19%*-
CCJ: 1.76%
CHRD: -3.50%--
CNQ: -2.74%*-
CNR: -0.36%--
COP: -3.26%*-
CRC: -2.42%--
CRGY: -4.60%*--
CVE: -3.22%*-
CVI: -1.01%-
CVX: -2.79%*-
DINO: -5.70%-
DVN: -2.10%*-
E: 1023未-1.06%-
ENB: -1.09%*-
EOG: -1.98%-
EPD: -1.08%
EQNR: -3.63%-
EQT: 1020后0.26%*
ET: -1.14%*
EXE: 0.18%
FANG: -1.64%-
FRO: -3.13%*-
FTI: -0.99%--
GLNG: -0.83%
HAL: 1020前-0.74%*--
INSW: -1.84%
KGS: -4.24%
KMI: -0.38%*
KNTK: -0.49%--
LBRT: 1021后-2.48%
LEU: 6.62%
LNG: 2.47%
MGY: -3.65%--
MPC: -5.30%
NXE: 4.81%
OKE: -1.78%
OVV: -3.51%-
OXY: -2.70%*--
PBR: -0.82%*-
PR: -3.47%*-
PSX: -4.17%-
RRC: -1.61%-
SEI: -0.82%
SHEL: 0.00%
SLB: 1023前1.25%*
SU: -3.13%-
TPL: 4.01%+
TRGP: -0.97%
TS: -0.50%-
TTE: -0.84%-
VG: -2.57%*--
VIST: -2.68%--
VLO: 1022前-4.84%
VNOM: -1.30%--
WFRD: 1020后0.21%
WHD: 1.15%
WMB: -0.56%*
XOM: -3.20%*
ABCB: -0.60%
ACGL: -1.15%
ACT: -0.83%--
AEG: 0.55%
AFG: -0.75%--
AFL: -0.99%--
AFRM: -0.22%
AIG: -1.05%--
AIZ: -1.72%-
AJG: -1.20%--
ALL: -2.79%--
ALLY: 1020前-0.27%-
AMG: 2.49%++
AMP: -1.58%-
AON: -1.63%--
APO: 1.59%
ARCC: 0.21%*
ARES: 2.32%
ASB: 1022后-1.01%-
AUB: 1022前-0.36%
AX: -0.18%--
AXP: 1023前0.65%+
AXS: -1.24%-
BAC: 1014前0.40%*
BAM: 0.35%++
BAP: 2.13%
BBAR: 0.35%
BBVA: 1.94%
BCH: 2.01%
BCS: 1022前1.73%
BEN: 1.91%
BLK: 1014前1.92%++
BMA: 0.20%
BMNR: 8.70%*++
BMO: 1.55%++
BN: 1.25%++
BNS: 1.36%
BNY: 1015前0.07%+
BOKF: 1019后0.29%
BPOP: 1022前0.34%++
BRK-B: -1.52%
BRO: -1.11%--
BSAC: 2.01%
BX: 1022前1.16%
BXSL: 0.48%
C: 1013前2.49%*
CACC: -2.42%--
CB: -0.99%-
CBC: -0.13%
CFG: 1016前0.48%
CFR: -0.66%
CG: 1.90%
CIB: 0.66%
CINF: -1.27%--
CM: 1.21%++
CME: 1021前-0.17%
CNA: -0.48%-
CNO: -1.47%-
COF: 1020后1.23%+
COIN: 3.50%*++
COLB: -0.10%-
CRBG: -0.03%-
CRCL: 2.95%*++
CRVL: 1.64%+
DB: 0.71%
EBC: 1022后-0.56%
EG: -1.45%-
ENVA: 1022后-1.92%-
EQH: -0.15%-
ERIE: -1.30%--
ESNT: -1.07%--
EVR: 2.44%
EWBC: 1020后0.67%+
FAF: 1021后-0.47%-
FCFS: 1022前-1.31%
FCNCA: 1022前0.47%
FDS: 0930前0.10%++
FFIN: 1022后-0.21%--
FG: -1.04%-
FHN: 1014前-0.04%-
FIGR: -0.56%
FITB: 1019前0.76%*
FLG: 1023前0.32%
FNB: 1015后-0.11%-
FNF: -0.09%-
FSK: 1.24%
FUTU: 1.82%++
GBCI: 1015后0.34%
GL: 1021后-0.73%
GLXY: 1020前5.59%*++
GS: 1013前1.85%
HASI: 0.82%
HBAN: 1022前1.01%*
HDB: 1019前2.12%*++
HIG: -0.88%--
HLI: 1.58%
HLNE: 0.68%
HOMB: 1014后-0.60%
HOOD: 2.90%*++
HSBC: 1.36%
HUT: 4.74%*++
IBKR: 1020后2.78%++
IBN: 1019前0.60%
ICE: -0.06%
IFS: 0.98%
ING: 1.40%
IREN: 1.18%*++
IVZ: 2.78%++
IX: 0.94%
JEF: 0928后-0.10%
JPM: 1013前0.68%*++
JXN: -0.60%
KB: 1.79%
KEY: 1020前0.29%*
KKR: 2.04%++
KLAR: -0.87%--
KNSL: 1022后0.38%
L: -0.95%--
LMND: 1.64%
LNC: -1.23%--
LPLA: 1.27%
LYG: 1.38%*
MA: 0.43%
MAAS: -5.71%
MAIN: 0.16%
MC: 1.39%++
MCO: 1021前-0.29%
MCY: -0.59%
MET: -0.41%-
MFC: 0.45%++
MFG: 1.37%
MIAX: -2.45%
MKL: -0.10%--
MORN: -1.16%
MRSH: 1015前-1.31%
MRX: 1.77%++
MS: 1014前1.75%
MSCI: 1020前1.10%++
MTB: 1016前-0.15%
MTG: -0.81%
MUFG: 1.25%
NDAQ: 1022前1.23%++
NMR: 0.70%
NNI: 0.17%
NTRS: 1021前0.60%++
NU: 3.00%*
NWG: 1.50%
OBDC: 0.18%
OMF: -0.61%-
ONB: 1021前-0.08%-
ORI: 1022前-1.83%--
OTF: 0.47%
OWL: 1.83%*
OZK: 1015后-0.27%
PB: -0.16%-
PFG: -1.02%
PFSI: 1020后0.36%
PGR: 1014前-0.58%--
PIPR: 2.09%++
PJT: -0.05%
PNC: 1015前0.03%++
PNFP: 1014后-0.27%-
PRI: -1.75%
PRU: 0.11%++
PS: -3.21%
PSLV: -0.69%
PUK: 0.61%
PYPL: 0.40%*
QFIN: -1.98%-
RDN: -1.97%
RF: 1016前0.18%*++
RGA: -0.22%--
RJF: 0.27%+
RKT: 0.57%*
RLI: 1019后-0.54%--
RNR: -0.25%-
RY: 1.42%
RYAN: -0.52%
SAN: 2.17%*
SCHW: 1015前1.55%*+
SEIC: 1021后0.17%++
SF: 1021前-0.09%
SFBS: 1019后1.13%+
SHG: 2.68%
SIGI: 1021后1.25%
SLF: 0.21%++
SLM: 1022后-0.12%
SMFG: 1.64%
SNEX: 0.72%+
SOFI: 0.06%*+
SPGI: -0.21%
SSB: 1021后-0.32%--
STEP: 2.46%
STT: 1014前0.84%
SYF: 1014前-0.05%
TD: 1.40%++
TFC: 1016前0.91%*++
TFSL: -0.47%
THG: -1.80%--
TPG: 0.11%+
TROW: 0.45%++
TRU: 1022前-1.41%--
TRV: 1016前-0.93%-
TW: 0.46%+
UBS: 0.73%++
UBSI: 1022前-0.74%
UMBF: -0.74%-
UNM: -1.71%-
USB: 1015前0.63%*
V: 0.45%*
VCTR: 1.13%++
VIRT: 0.33%++
VLY: -1.40%*-
VOYA: -1.02%
WAL: 1021后0.14%
WFC: 1013前0.49%*
WRB: 1019后-1.71%-
WTFC: 1019后-0.30%--
WTM: -0.22%
WTW: -1.02%--
XP: 3.85%*
XXI: 13.77%++
ZION: 1019后-0.38%-
A: 3.50%++
ABBV: 0.20%
ABT: 1014前0.36%*+
ABVX: 0921后-1.51%-
ACAD: -3.26%--
ADMA: 4.39%++
ALC: -0.26%--
ALGN: -0.49%--
ALHC: -0.24%*--
ALKS: 1.82%
ALNY: 1.99%
AMGN: 1.95%++
AMRX: 7.75%*++
ARGX: 1022前-0.21%-
ARWR: 3.47%
ASND: 0.37%
ATR: -0.84%-
AVTR: -2.71%*-
AXSM: -1.10%-
AZN: 1.22%
BAX: 0.57%*
BBIO: -0.05%--
BDX: -0.13%--
BIIB: 1.66%
BIO: 0.24%
BLCO: -0.30%
BMRN: 0.19%
BMY: -0.70%*
BNTX: 2.02%
BRKR: 0.31%
BSX: 0.88%*
BTSG: -1.62%
CAH: 0.16%
CAI: 2.23%*
CGON: 4.86%
CHE: -0.88%--
CI: -0.29%--
CNC: -0.18%-
COGT: 1.59%
COO: -2.12%
COR: 2.50%
CRL: 0.34%
CRSP: 3.13%
CVS: -1.40%*--
DFTX: 1.21%++
DGX: 1020前-0.64%-
DHR: 1020前1.90%*
DOCS: 2.80%
DVA: -0.83%
DXCM: -0.20%
DYN: 0.06%
EHC: -0.16%--
ELAN: 0.04%
ELV: 1021前-0.40%-
ENSG: 0.32%
ERAS: 1.83%
EW: 0.09%+
EWTX: -1.50%-
EXEL: -1.95%-
GEHC: 1.06%
GH: -3.07%-
GILD: 0.30%*
GKOS: -1.39%
GMED: 0.28%
GOSS: 5.13%
GPCR: 5.17%
GRFS: 0.68%
GSK: 1.71%
HALO: -0.89%
HCA: 1023前-0.41%--
HIMS: 4.86%*+
HLN: 0.86%*
HNGE: -0.47%
HQY: -0.65%
HSIC: 0.42%
HUM: -1.98%
ICLR: 1021后3.31%
IDXX: 0.71%+
ILMN: -0.33%-
INCY: -0.53%-
INSM: 0.83%
INSP: -1.38%
IONS: 1.04%
IQV: 1.30%
IRTC: 0.96%
ISRG: 1020后2.12%++
JAZZ: 0.30%
JNJ: 1013前-0.19%-
KNSA: 1.15%
KRYS: -0.84%-
KYMR: -0.07%-
LFST: 0.80%
LGND: 2.32%
LH: 0.09%
LLY: 1.04%++
LNTH: -0.27%-
MANE: 5.67%
MCK: 1.35%
MDGL: -1.80%-
MDLN: 1.01%*
MDT: -0.41%*-
MEDP: 1019后1.94%
MIRM: 0.19%
MMED: -3.07%--
